transaction_id,obligor_id,facility_id,transaction_type,amount,currency,transaction_date,value_date,status,reference_number,description,created_by,approved_by
TXN-000556,OBL-00423,FAC-0043,Syndication,28283629.48,USD,2023-11-20,2023-11-23,Completed,REF-77294573,Participation processed under FAC-0043,J. Thompson,C. Davis
TXN-000557,OBL-00054,FAC-0084,Participation,25762531.43,USD,2023-03-24,2023-03-24,Cancelled,REF-32105914,Fee Payment processed under FAC-0084,R. Williams,D. Lee
TXN-000558,OBL-00060,FAC-0042,Syndication,104535632.14,USD,2021-10-28,2021-10-30,Failed,REF-98166537,Syndication processed under FAC-0042,M. Chen,P. Wilson
TXN-000559,OBL-00180,FAC-0082,Repayment,66898860.25,USD,2024-03-15,2024-03-18,Completed,REF-95962340,Assignment processed under FAC-0082,S. Patel,M. Chen
TXN-000560,OBL-00367,FAC-0071,Repayment,178853336.23,USD,2020-01-02,2020-01-02,Cancelled,REF-51145240,Fee Payment processed under FAC-0071,K. Brown,L. Johnson
TXN-000561,OBL-00423,FAC-0043,Fee Payment,329134917.47,USD,2021-03-04,2021-03-04,Completed,REF-12177011,Drawdown processed under FAC-0043,L. Johnson,A. Rodriguez
TXN-000562,OBL-00107,FAC-0065,Assignment,24156307.46,USD,2021-01-15,2021-01-15,Completed,REF-66628811,Waiver processed under FAC-0065,K. Brown,J. Thompson
TXN-000563,OBL-00358,FAC-0075,Waiver,21591968.7,USD,2023-05-08,2023-05-10,Completed,REF-50773548,Syndication processed under FAC-0075,P. Wilson,P. Wilson
TXN-000564,OBL-00471,FAC-0038,Drawdown,170678780.11,USD,2022-09-06,2022-09-06,Pending,REF-52900260,Waiver processed under FAC-0038,J. Thompson,L. Johnson
TXN-000565,OBL-00359,FAC-0074,Repayment,86700870.33,USD,2022-08-27,2022-08-30,Pending,REF-88802545,Rollover processed under FAC-0074,R. Williams,D. Lee
TXN-000566,OBL-00014,FAC-0036,Repayment,295386023.32,USD,2022-02-17,2022-02-17,Pending,REF-43843856,Participation processed under FAC-0036,A. Rodriguez,A. Rodriguez
TXN-000567,OBL-00126,FAC-0086,Waiver,339668084.75,USD,2024-01-23,2024-01-23,Completed,REF-91014992,Assignment processed under FAC-0086,J. Thompson,R. Williams
TXN-000568,OBL-00159,FAC-0020,Syndication,128770027.71,USD,2023-02-05,2023-02-08,Completed,REF-11381630,Interest Payment processed under FAC-0020,P. Wilson,J. Thompson
TXN-000569,OBL-00479,FAC-0089,Interest Payment,2550834.48,USD,2022-11-02,2022-11-05,Pending,REF-46875132,Rollover processed under FAC-0089,K. Brown,C. Davis
TXN-000570,OBL-00335,FAC-0029,Repayment,26502208.05,USD,2024-01-23,2024-01-23,Cancelled,REF-79355175,Assignment processed under FAC-0029,S. Patel,D. Lee
TXN-000571,OBL-00151,FAC-0048,Waiver,14123042.37,USD,2020-11-29,2020-11-29,Pending,REF-24720271,Interest Payment processed under FAC-0048,A. Rodriguez,M. Chen
TXN-000572,OBL-00247,FAC-0071,Interest Payment,1734339.11,USD,2022-09-22,2022-09-23,Pending,REF-15888759,Amendment processed under FAC-0071,S. Patel,M. Chen
TXN-000573,OBL-00175,FAC-0060,Assignment,76914299.55,USD,2023-10-30,2023-11-02,Cancelled,REF-25581274,Repayment processed under FAC-0060,S. Patel,S. Patel
TXN-000574,OBL-00068,FAC-0060,Waiver,40746972.76,USD,2024-02-25,2024-02-25,Cancelled,REF-67710061,Drawdown processed under FAC-0060,C. Davis,R. Williams
TXN-000575,OBL-00326,FAC-0097,Drawdown,14261252.14,USD,2023-01-18,2023-01-18,Completed,REF-68558003,Participation processed under FAC-0097,K. Brown,A. Rodriguez
TXN-000576,OBL-00034,FAC-0016,Waiver,67814916.95,USD,2020-06-27,2020-06-29,Pending,REF-63865194,Participation processed under FAC-0016,M. Chen,S. Patel
TXN-000577,OBL-00062,FAC-0065,Interest Payment,1409856.38,USD,2020-02-19,2020-02-20,Cancelled,REF-36376071,Assignment processed under FAC-0065,C. Davis,R. Williams
TXN-000578,OBL-00286,FAC-0009,Interest Payment,4224456.86,USD,2021-06-22,2021-06-25,Failed,REF-65466250,Repayment processed under FAC-0009,C. Davis,J. Thompson
TXN-000579,OBL-00119,FAC-0013,Syndication,140940258.35,USD,2021-02-18,2021-02-19,Completed,REF-59910011,Drawdown processed under FAC-0013,C. Davis,J. Thompson
TXN-000580,OBL-00058,FAC-0046,Drawdown,204080524.24,USD,2022-12-10,2022-12-12,Completed,REF-28396122,Waiver processed under FAC-0046,M. Chen,D. Lee
TXN-000581,OBL-00411,FAC-0051,Assignment,95896387.49,USD,2021-03-13,2021-03-14,Pending,REF-38739034,Repayment processed under FAC-0051,S. Patel,K. Brown
TXN-000582,OBL-00284,FAC-0016,Interest Payment,8271906.24,USD,2023-07-21,2023-07-21,Failed,REF-29515608,Repayment processed under FAC-0016,D. Lee,C. Davis
TXN-000583,OBL-00038,FAC-0031,Syndication,145557030.68,USD,2023-03-05,2023-03-06,Cancelled,REF-58549573,Fee Payment processed under FAC-0031,L. Johnson,K. Brown
TXN-000584,OBL-00031,FAC-0012,Waiver,3690421.17,USD,2024-03-20,2024-03-23,Pending,REF-13713165,Fee Payment processed under FAC-0012,R. Williams,K. Brown
TXN-000585,OBL-00231,FAC-0007,Interest Payment,479560908.98,USD,2023-05-26,2023-05-27,Pending,REF-92529913,Participation processed under FAC-0007,K. Brown,S. Patel
TXN-000586,OBL-00124,FAC-0036,Repayment,211033335.07,USD,2023-05-11,2023-05-13,Pending,REF-90506717,Drawdown processed under FAC-0036,K. Brown,A. Rodriguez
TXN-000587,OBL-00288,FAC-0058,Drawdown,153994123.68,USD,2020-06-22,2020-06-23,Completed,REF-47230579,Syndication processed under FAC-0058,L. Johnson,D. Lee
TXN-000588,OBL-00333,FAC-0078,Rollover,153491290.32,USD,2021-11-30,2021-12-02,Completed,REF-51358100,Assignment processed under FAC-0078,C. Davis,D. Lee
TXN-000589,OBL-00198,FAC-0039,Repayment,32433394.56,USD,2024-03-31,2024-04-01,Cancelled,REF-75723137,Waiver processed under FAC-0039,C. Davis,C. Davis
TXN-000590,OBL-00316,FAC-0061,Amendment,10287577.05,USD,2023-07-17,2023-07-17,Completed,REF-48781804,Rollover processed under FAC-0061,C. Davis,M. Chen
TXN-000591,OBL-00161,FAC-0058,Waiver,153134569.53,USD,2021-10-25,2021-10-26,Completed,REF-35749206,Waiver processed under FAC-0058,C. Davis,K. Brown
TXN-000592,OBL-00143,FAC-0075,Fee Payment,180680335.2,USD,2021-06-24,2021-06-27,Failed,REF-28693532,Amendment processed under FAC-0075,M. Chen,R. Williams
TXN-000593,OBL-00365,FAC-0019,Assignment,98488951.96,USD,2023-01-16,2023-01-18,Failed,REF-79808342,Interest Payment processed under FAC-0019,A. Rodriguez,L. Johnson
TXN-000594,OBL-00327,FAC-0061,Waiver,189619789.23,USD,2021-05-20,2021-05-21,Completed,REF-96902936,Assignment processed under FAC-0061,R. Williams,M. Chen
TXN-000595,OBL-00201,FAC-0022,Assignment,164784844.64,USD,2022-09-18,2022-09-20,Failed,REF-55821856,Interest Payment processed under FAC-0022,L. Johnson,P. Wilson
TXN-000596,OBL-00037,FAC-0089,Participation,17074373.06,USD,2021-06-01,2021-06-01,Pending,REF-10438499,Repayment processed under FAC-0089,M. Chen,L. Johnson
TXN-000597,OBL-00476,FAC-0098,Participation,456110266.04,USD,2022-10-10,2022-10-13,Failed,REF-47190613,Participation processed under FAC-0098,P. Wilson,K. Brown
TXN-000598,OBL-00102,FAC-0006,Assignment,132506667.09,USD,2021-06-28,2021-06-28,Failed,REF-24506141,Assignment processed under FAC-0006,K. Brown,K. Brown
TXN-000599,OBL-00161,FAC-0058,Waiver,49004438.68,USD,2020-09-01,2020-09-02,Completed,REF-15507572,Repayment processed under FAC-0058,L. Johnson,A. Rodriguez
TXN-000600,OBL-00281,FAC-0092,Repayment,60938484.9,USD,2023-01-01,2023-01-03,Cancelled,REF-66809516,Fee Payment processed under FAC-0092,J. Thompson,P. Wilson
TXN-000601,OBL-00031,FAC-0012,Rollover,28967435.51,USD,2020-01-21,2020-01-21,Cancelled,REF-47201638,Amendment processed under FAC-0012,K. Brown,M. Chen
TXN-000602,OBL-00119,FAC-0013,Waiver,435386591.39,USD,2021-03-27,2021-03-29,Completed,REF-30361218,Drawdown processed under FAC-0013,C. Davis,P. Wilson
TXN-000603,OBL-00163,FAC-0032,Syndication,44959340.58,USD,2024-04-10,2024-04-11,Completed,REF-82707256,Rollover processed under FAC-0032,J. Thompson,S. Patel
TXN-000604,OBL-00047,FAC-0057,Repayment,433910246.5,USD,2023-03-15,2023-03-17,Completed,REF-43043458,Syndication processed under FAC-0057,M. Chen,M. Chen
TXN-000605,OBL-00236,FAC-0063,Fee Payment,36423458.48,USD,2023-06-02,2023-06-03,Completed,REF-24413227,Drawdown processed under FAC-0063,M. Chen,L. Johnson
TXN-000606,OBL-00223,FAC-0069,Fee Payment,97944907.62,USD,2023-04-02,2023-04-05,Completed,REF-21005469,Syndication processed under FAC-0069,D. Lee,D. Lee
TXN-000607,OBL-00077,FAC-0099,Syndication,286146016.92,USD,2024-02-22,2024-02-25,Completed,REF-82647307,Amendment processed under FAC-0099,M. Chen,D. Lee
TXN-000608,OBL-00224,FAC-0015,Assignment,4406171.69,USD,2024-06-05,2024-06-07,Failed,REF-92629511,Syndication processed under FAC-0015,D. Lee,P. Wilson
TXN-000609,OBL-00106,FAC-0013,Rollover,357052631.7,USD,2022-02-02,2022-02-03,Cancelled,REF-60689240,Interest Payment processed under FAC-0013,K. Brown,M. Chen
TXN-000610,OBL-00112,FAC-0099,Fee Payment,35074814.9,USD,2021-10-05,2021-10-07,Cancelled,REF-49014249,Fee Payment processed under FAC-0099,K. Brown,P. Wilson
TXN-000611,OBL-00450,FAC-0026,Rollover,216668759.51,USD,2022-08-19,2022-08-19,Completed,REF-96634490,Repayment processed under FAC-0026,D. Lee,J. Thompson
TXN-000612,OBL-00200,FAC-0030,Drawdown,62925721.76,USD,2023-03-16,2023-03-18,Pending,REF-68558100,Assignment processed under FAC-0030,K. Brown,A. Rodriguez
TXN-000613,OBL-00224,FAC-0015,Waiver,3129644.32,USD,2021-06-06,2021-06-08,Completed,REF-74227310,Interest Payment processed under FAC-0015,S. Patel,M. Chen
TXN-000614,OBL-00438,FAC-0014,Syndication,8958953.67,USD,2023-04-14,2023-04-15,Completed,REF-16439568,Fee Payment processed under FAC-0014,A. Rodriguez,S. Patel
TXN-000615,OBL-00048,FAC-0040,Participation,43173218.94,USD,2023-06-14,2023-06-14,Completed,REF-70814164,Interest Payment processed under FAC-0040,L. Johnson,S. Patel
TXN-000616,OBL-00440,FAC-0094,Interest Payment,88214035.32,USD,2022-06-11,2022-06-13,Completed,REF-64957378,Amendment processed under FAC-0094,S. Patel,C. Davis
TXN-000617,OBL-00035,FAC-0095,Rollover,261553824.29,USD,2021-04-19,2021-04-19,Cancelled,REF-33614794,Amendment processed under FAC-0095,C. Davis,D. Lee
TXN-000618,OBL-00483,FAC-0099,Fee Payment,108071825.31,USD,2022-05-16,2022-05-17,Failed,REF-20341136,Repayment processed under FAC-0099,A. Rodriguez,L. Johnson
TXN-000619,OBL-00419,FAC-0033,Assignment,260761354.87,USD,2024-05-22,2024-05-23,Failed,REF-59517025,Interest Payment processed under FAC-0033,S. Patel,C. Davis
TXN-000620,OBL-00478,FAC-0070,Waiver,59109796.84,USD,2021-01-17,2021-01-18,Completed,REF-46552513,Participation processed under FAC-0070,J. Thompson,C. Davis
TXN-000621,OBL-00259,FAC-0084,Drawdown,14997077.42,USD,2020-04-26,2020-04-29,Pending,REF-30925806,Interest Payment processed under FAC-0084,M. Chen,P. Wilson
TXN-000622,OBL-00428,FAC-0083,Assignment,6585634.71,USD,2022-01-22,2022-01-24,Completed,REF-24747331,Fee Payment processed under FAC-0083,S. Patel,P. Wilson
TXN-000623,OBL-00387,FAC-0076,Interest Payment,405072065.95,USD,2020-03-27,2020-03-27,Completed,REF-48547666,Assignment processed under FAC-0076,C. Davis,D. Lee
TXN-000624,OBL-00347,FAC-0080,Syndication,57164783.7,USD,2024-03-24,2024-03-27,Failed,REF-72628704,Participation processed under FAC-0080,R. Williams,P. Wilson
TXN-000625,OBL-00296,FAC-0039,Participation,64291951.4,USD,2024-01-11,2024-01-14,Pending,REF-32400338,Participation processed under FAC-0039,D. Lee,S. Patel
TXN-000626,OBL-00413,FAC-0027,Waiver,229295.64,USD,2020-03-15,2020-03-16,Completed,REF-25507005,Rollover processed under FAC-0027,K. Brown,K. Brown
TXN-000627,OBL-00193,FAC-0080,Assignment,13116678.36,USD,2021-09-05,2021-09-07,Completed,REF-12153059,Fee Payment processed under FAC-0080,K. Brown,S. Patel
TXN-000628,OBL-00231,FAC-0007,Amendment,415798410.73,USD,2023-04-24,2023-04-25,Pending,REF-42815131,Interest Payment processed under FAC-0007,J. Thompson,M. Chen
TXN-000629,OBL-00463,FAC-0092,Assignment,287876739.68,USD,2022-06-18,2022-06-20,Cancelled,REF-72438718,Waiver processed under FAC-0092,M. Chen,D. Lee
TXN-000630,OBL-00067,FAC-0035,Interest Payment,37503298.4,USD,2022-05-01,2022-05-01,Cancelled,REF-23594221,Amendment processed under FAC-0035,R. Williams,J. Thompson
TXN-000631,OBL-00180,FAC-0082,Syndication,86275556.85,USD,2022-08-10,2022-08-13,Completed,REF-90293939,Amendment processed under FAC-0082,R. Williams,C. Davis
TXN-000632,OBL-00283,FAC-0043,Assignment,493320382.8,USD,2022-09-04,2022-09-04,Completed,REF-57309391,Waiver processed under FAC-0043,M. Chen,L. Johnson
TXN-000633,OBL-00473,FAC-0019,Repayment,3800844.74,USD,2022-11-03,2022-11-04,Completed,REF-85375348,Amendment processed under FAC-0019,J. Thompson,J. Thompson
TXN-000634,OBL-00261,FAC-0009,Syndication,786810.73,USD,2021-03-23,2021-03-25,Completed,REF-92265540,Assignment processed under FAC-0009,R. Williams,P. Wilson
TXN-000635,OBL-00168,FAC-0067,Participation,42594051.84,USD,2021-08-06,2021-08-08,Failed,REF-26548749,Assignment processed under FAC-0067,D. Lee,K. Brown
TXN-000636,OBL-00391,FAC-0024,Participation,389531634.01,USD,2022-11-18,2022-11-18,Cancelled,REF-86014287,Participation processed under FAC-0024,A. Rodriguez,S. Patel
TXN-000637,OBL-00478,FAC-0070,Assignment,49624782.25,USD,2022-02-12,2022-02-14,Cancelled,REF-95255730,Amendment processed under FAC-0070,S. Patel,S. Patel
TXN-000638,OBL-00391,FAC-0024,Amendment,360626371.49,USD,2021-02-06,2021-02-06,Pending,REF-39559783,Drawdown processed under FAC-0024,J. Thompson,L. Johnson
TXN-000639,OBL-00007,FAC-0038,Fee Payment,62051217.44,USD,2020-09-29,2020-09-30,Pending,REF-30353642,Syndication processed under FAC-0038,C. Davis,P. Wilson
TXN-000640,OBL-00131,FAC-0013,Interest Payment,289104952.73,USD,2021-03-07,2021-03-07,Completed,REF-45635838,Assignment processed under FAC-0013,A. Rodriguez,M. Chen
TXN-000641,OBL-00240,FAC-0005,Assignment,11198662.36,USD,2020-12-05,2020-12-08,Completed,REF-92785273,Waiver processed under FAC-0005,D. Lee,L. Johnson
TXN-000642,OBL-00296,FAC-0039,Waiver,54020032.26,USD,2023-02-17,2023-02-19,Failed,REF-30884053,Rollover processed under FAC-0039,C. Davis,L. Johnson
TXN-000643,OBL-00413,FAC-0027,Drawdown,685652.54,USD,2023-05-01,2023-05-02,Pending,REF-74880308,Amendment processed under FAC-0027,R. Williams,C. Davis
TXN-000644,OBL-00154,FAC-0072,Rollover,18029467.35,USD,2022-10-18,2022-10-21,Completed,REF-44580161,Repayment processed under FAC-0072,S. Patel,C. Davis
TXN-000645,OBL-00115,FAC-0072,Fee Payment,348103980.05,USD,2024-05-23,2024-05-24,Pending,REF-30569974,Repayment processed under FAC-0072,C. Davis,C. Davis
TXN-000646,OBL-00186,FAC-0036,Waiver,189771194.36,USD,2022-04-25,2022-04-28,Completed,REF-20888977,Fee Payment processed under FAC-0036,S. Patel,P. Wilson
TXN-000647,OBL-00247,FAC-0071,Drawdown,234758230.57,USD,2023-09-19,2023-09-19,Pending,REF-64482291,Syndication processed under FAC-0071,S. Patel,K. Brown
TXN-000648,OBL-00243,FAC-0080,Repayment,602591901.61,USD,2020-03-03,2020-03-05,Completed,REF-41632745,Assignment processed under FAC-0080,D. Lee,K. Brown
TXN-000649,OBL-00302,FAC-0069,Fee Payment,37218866.12,USD,2021-03-14,2021-03-17,Completed,REF-42646566,Rollover processed under FAC-0069,S. Patel,R. Williams
TXN-000650,OBL-00082,FAC-0039,Repayment,20441448.18,USD,2023-05-09,2023-05-11,Completed,REF-21018586,Repayment processed under FAC-0039,J. Thompson,S. Patel
TXN-000651,OBL-00277,FAC-0026,Interest Payment,143144219.99,USD,2022-05-27,2022-05-30,Completed,REF-10280147,Assignment processed under FAC-0026,S. Patel,J. Thompson
TXN-000652,OBL-00069,FAC-0029,Waiver,42101269.28,USD,2021-08-19,2021-08-21,Cancelled,REF-86772172,Repayment processed under FAC-0029,J. Thompson,S. Patel
TXN-000653,OBL-00458,FAC-0041,Rollover,36523373.85,USD,2021-09-26,2021-09-28,Completed,REF-15303441,Rollover processed under FAC-0041,J. Thompson,M. Chen
TXN-000654,OBL-00405,FAC-0079,Assignment,94772954.7,USD,2020-12-14,2020-12-17,Completed,REF-45880464,Rollover processed under FAC-0079,L. Johnson,P. Wilson
TXN-000655,OBL-00429,FAC-0085,Amendment,501376447.07,USD,2022-12-13,2022-12-13,Completed,REF-18716437,Assignment processed under FAC-0085,P. Wilson,L. Johnson
TXN-000656,OBL-00081,FAC-0061,Fee Payment,220700441.37,USD,2023-08-10,2023-08-10,Cancelled,REF-48077170,Drawdown processed under FAC-0061,K. Brown,R. Williams
TXN-000657,OBL-00341,FAC-0050,Waiver,434793171.66,USD,2020-11-29,2020-12-02,Failed,REF-51124145,Amendment processed under FAC-0050,K. Brown,K. Brown
TXN-000658,OBL-00414,FAC-0045,Fee Payment,49217632.2,USD,2021-04-26,2021-04-28,Completed,REF-71912861,Interest Payment processed under FAC-0045,S. Patel,J. Thompson
TXN-000659,OBL-00041,FAC-0058,Assignment,20701274.54,USD,2020-04-30,2020-04-30,Completed,REF-30042306,Repayment processed under FAC-0058,L. Johnson,R. Williams
TXN-000660,OBL-00353,FAC-0032,Syndication,286853215.66,USD,2021-10-17,2021-10-18,Pending,REF-26457576,Participation processed under FAC-0032,P. Wilson,L. Johnson
TXN-000661,OBL-00480,FAC-0014,Drawdown,282407467.45,USD,2023-12-23,2023-12-24,Completed,REF-31009229,Syndication processed under FAC-0014,M. Chen,R. Williams
TXN-000662,OBL-00034,FAC-0016,Amendment,64983110.33,USD,2020-04-10,2020-04-10,Pending,REF-35039993,Assignment processed under FAC-0016,D. Lee,K. Brown
TXN-000663,OBL-00402,FAC-0034,Waiver,23677664.65,USD,2023-12-23,2023-12-25,Cancelled,REF-66686642,Waiver processed under FAC-0034,P. Wilson,S. Patel
TXN-000664,OBL-00004,FAC-0045,Syndication,184045392.88,USD,2024-05-23,2024-05-24,Completed,REF-75349833,Waiver processed under FAC-0045,S. Patel,J. Thompson
TXN-000665,OBL-00453,FAC-0042,Assignment,80756703.7,USD,2020-10-14,2020-10-15,Completed,REF-37146258,Interest Payment processed under FAC-0042,K. Brown,J. Thompson
TXN-000666,OBL-00395,FAC-0015,Rollover,325131706.66,USD,2020-01-19,2020-01-21,Completed,REF-55255509,Drawdown processed under FAC-0015,A. Rodriguez,D. Lee
TXN-000667,OBL-00396,FAC-0022,Waiver,39790722.38,USD,2022-10-23,2022-10-24,Cancelled,REF-98404605,Participation processed under FAC-0022,L. Johnson,C. Davis
TXN-000668,OBL-00201,FAC-0022,Drawdown,76865787.45,USD,2022-12-18,2022-12-19,Pending,REF-89319341,Participation processed under FAC-0022,L. Johnson,C. Davis
TXN-000669,OBL-00387,FAC-0076,Drawdown,117254355.59,USD,2022-07-23,2022-07-23,Pending,REF-89097226,Repayment processed under FAC-0076,D. Lee,K. Brown
TXN-000670,OBL-00476,FAC-0098,Rollover,450420178.17,USD,2022-08-07,2022-08-08,Completed,REF-70300178,Amendment processed under FAC-0098,L. Johnson,J. Thompson
TXN-000671,OBL-00419,FAC-0033,Drawdown,192813209.48,USD,2021-04-14,2021-04-16,Failed,REF-40765501,Drawdown processed under FAC-0033,M. Chen,D. Lee
TXN-000672,OBL-00123,FAC-0056,Repayment,44128662.61,USD,2022-03-24,2022-03-24,Completed,REF-81841063,Participation processed under FAC-0056,K. Brown,J. Thompson
TXN-000673,OBL-00257,FAC-0030,Drawdown,153901738.71,USD,2024-02-09,2024-02-11,Pending,REF-87869937,Fee Payment processed under FAC-0030,C. Davis,C. Davis
TXN-000674,OBL-00148,FAC-0015,Syndication,383195404.75,USD,2024-05-15,2024-05-15,Failed,REF-54102252,Interest Payment processed under FAC-0015,C. Davis,M. Chen
TXN-000675,OBL-00008,FAC-0093,Fee Payment,8627234.99,USD,2023-11-04,2023-11-07,Pending,REF-12777085,Repayment processed under FAC-0093,S. Patel,L. Johnson
TXN-000676,OBL-00087,FAC-0075,Syndication,587393603.99,USD,2023-09-08,2023-09-10,Completed,REF-67237068,Fee Payment processed under FAC-0075,S. Patel,R. Williams
TXN-000677,OBL-00050,FAC-0046,Participation,25297394.91,USD,2024-04-15,2024-04-17,Cancelled,REF-83642672,Repayment processed under FAC-0046,A. Rodriguez,S. Patel
TXN-000678,OBL-00448,FAC-0031,Repayment,333768868.04,USD,2020-09-05,2020-09-05,Completed,REF-34021010,Repayment processed under FAC-0031,D. Lee,R. Williams
TXN-000679,OBL-00063,FAC-0008,Assignment,441289593.8,USD,2022-10-21,2022-10-24,Cancelled,REF-92458809,Amendment processed under FAC-0008,A. Rodriguez,R. Williams
TXN-000680,OBL-00404,FAC-0009,Fee Payment,2726431.05,USD,2020-07-07,2020-07-09,Failed,REF-43591464,Drawdown processed under FAC-0009,P. Wilson,A. Rodriguez
TXN-000681,OBL-00033,FAC-0074,Participation,100475552.49,USD,2020-11-28,2020-11-29,Cancelled,REF-81780879,Fee Payment processed under FAC-0074,D. Lee,R. Williams
TXN-000682,OBL-00016,FAC-0004,Syndication,402457480.34,USD,2021-11-27,2021-11-30,Completed,REF-78775814,Syndication processed under FAC-0004,M. Chen,S. Patel
TXN-000683,OBL-00098,FAC-0003,Repayment,673204792.27,USD,2023-06-25,2023-06-28,Cancelled,REF-40434030,Assignment processed under FAC-0003,C. Davis,D. Lee
TXN-000684,OBL-00199,FAC-0066,Drawdown,2223699.23,USD,2021-10-21,2021-10-23,Completed,REF-70788473,Fee Payment processed under FAC-0066,J. Thompson,P. Wilson
TXN-000685,OBL-00182,FAC-0091,Syndication,352707927.14,USD,2020-02-05,2020-02-07,Cancelled,REF-10998284,Waiver processed under FAC-0091,D. Lee,A. Rodriguez
TXN-000686,OBL-00069,FAC-0029,Assignment,36777117.73,USD,2020-07-15,2020-07-15,Pending,REF-84300929,Participation processed under FAC-0029,R. Williams,A. Rodriguez
TXN-000687,OBL-00320,FAC-0065,Participation,101601701.36,USD,2020-03-07,2020-03-09,Pending,REF-49386369,Drawdown processed under FAC-0065,A. Rodriguez,J. Thompson
TXN-000688,OBL-00481,FAC-0056,Syndication,63515978.56,USD,2021-09-06,2021-09-07,Completed,REF-47670632,Waiver processed under FAC-0056,K. Brown,A. Rodriguez
TXN-000689,OBL-00500,FAC-0037,Amendment,12129389.16,USD,2022-12-23,2022-12-25,Cancelled,REF-50241177,Syndication processed under FAC-0037,J. Thompson,J. Thompson
TXN-000690,OBL-00146,FAC-0082,Interest Payment,153133542.89,USD,2021-11-02,2021-11-03,Failed,REF-90920728,Rollover processed under FAC-0082,A. Rodriguez,R. Williams
TXN-000691,OBL-00059,FAC-0017,Waiver,77001623.59,USD,2020-07-13,2020-07-15,Completed,REF-34510701,Rollover processed under FAC-0017,M. Chen,P. Wilson
TXN-000692,OBL-00410,FAC-0048,Amendment,9032999.4,USD,2020-06-10,2020-06-11,Failed,REF-82652905,Repayment processed under FAC-0048,C. Davis,P. Wilson
TXN-000693,OBL-00446,FAC-0066,Amendment,17328718.75,USD,2023-11-15,2023-11-17,Completed,REF-64176956,Drawdown processed under FAC-0066,L. Johnson,K. Brown
TXN-000694,OBL-00048,FAC-0040,Drawdown,46389384.26,USD,2023-09-09,2023-09-11,Completed,REF-19227140,Repayment processed under FAC-0040,P. Wilson,J. Thompson
TXN-000695,OBL-00055,FAC-0040,Waiver,86511760.39,USD,2022-09-03,2022-09-03,Pending,REF-82741232,Repayment processed under FAC-0040,L. Johnson,S. Patel
TXN-000696,OBL-00303,FAC-0009,Interest Payment,1245814.5,USD,2023-02-23,2023-02-24,Completed,REF-97038284,Rollover processed under FAC-0009,A. Rodriguez,J. Thompson
TXN-000697,OBL-00241,FAC-0019,Participation,60427625.3,USD,2021-03-23,2021-03-24,Completed,REF-64748819,Drawdown processed under FAC-0019,C. Davis,L. Johnson
TXN-000698,OBL-00296,FAC-0039,Fee Payment,42143271.26,USD,2024-06-15,2024-06-16,Completed,REF-67676460,Fee Payment processed under FAC-0039,P. Wilson,K. Brown
TXN-000699,OBL-00099,FAC-0030,Syndication,50976151.82,USD,2022-12-16,2022-12-18,Failed,REF-65236368,Rollover processed under FAC-0030,L. Johnson,L. Johnson
TXN-000700,OBL-00128,FAC-0053,Amendment,37128483.96,USD,2023-06-16,2023-06-16,Cancelled,REF-91236074,Assignment processed under FAC-0053,J. Thompson,A. Rodriguez
TXN-000701,OBL-00208,FAC-0062,Interest Payment,547646122.33,USD,2023-04-24,2023-04-25,Failed,REF-34744102,Rollover processed under FAC-0062,A. Rodriguez,M. Chen
TXN-000702,OBL-00068,FAC-0060,Fee Payment,21476374.01,USD,2023-12-27,2023-12-27,Cancelled,REF-16249742,Repayment processed under FAC-0060,K. Brown,S. Patel
TXN-000703,OBL-00495,FAC-0028,Rollover,415520467.67,USD,2021-03-22,2021-03-24,Completed,REF-97490228,Fee Payment processed under FAC-0028,A. Rodriguez,J. Thompson
TXN-000704,OBL-00212,FAC-0100,Interest Payment,129121509.6,USD,2020-08-07,2020-08-09,Completed,REF-96968167,Repayment processed under FAC-0100,R. Williams,R. Williams
TXN-000705,OBL-00211,FAC-0040,Fee Payment,80217310.13,USD,2022-02-14,2022-02-16,Cancelled,REF-29584444,Fee Payment processed under FAC-0040,K. Brown,R. Williams
TXN-000706,OBL-00097,FAC-0037,Amendment,28896343.83,USD,2023-09-25,2023-09-26,Pending,REF-16567733,Amendment processed under FAC-0037,J. Thompson,K. Brown
TXN-000707,OBL-00238,FAC-0004,Drawdown,239996118.69,USD,2020-11-20,2020-11-20,Cancelled,REF-71572062,Participation processed under FAC-0004,L. Johnson,M. Chen
TXN-000708,OBL-00212,FAC-0100,Amendment,88050565.17,USD,2020-08-14,2020-08-16,Completed,REF-67197191,Drawdown processed under FAC-0100,D. Lee,C. Davis
TXN-000709,OBL-00034,FAC-0016,Fee Payment,26879416.85,USD,2023-04-16,2023-04-19,Pending,REF-36967563,Amendment processed under FAC-0016,D. Lee,K. Brown
TXN-000710,OBL-00139,FAC-0067,Interest Payment,56721179.17,USD,2020-11-24,2020-11-27,Completed,REF-41463449,Assignment processed under FAC-0067,K. Brown,M. Chen
TXN-000711,OBL-00486,FAC-0060,Waiver,64880358.1,USD,2023-02-03,2023-02-04,Failed,REF-44200177,Repayment processed under FAC-0060,L. Johnson,C. Davis
TXN-000712,OBL-00410,FAC-0048,Rollover,3742024.59,USD,2021-09-27,2021-09-30,Completed,REF-42376774,Amendment processed under FAC-0048,L. Johnson,M. Chen
